name,twitter_handle,wallet
"tobearocker.bnb(,)",@zhoudingbang4,0x02c21e20696d60E98d3109345Ff53b86c857651a
Tish zaZa,@tishman__,0x7B1AF4967d88b9B34E66Af58aA290045e35a22d4
crypto NFt,@CryptoAceNFT,0x628b7CE9c3EF315899303CCD21c348068b97B652
FOMO°,@Coredao_Vip,0x80655649E1F2f7fE1987D32E3A21aA8Da1aE6C06
"mcheng40 (화이팅.eth) (,)",@mcheng40,0xF94BA062308EA92f7AB3CF55c4B410339717C74d
リョウ,@RYO_023NFT,0x84429d893151Ab445fC06BcF6BfE8b9B79C8BFD2
武士 FK,@NamedFarouk,0xC19F233A15bd6464EFf6aF3c78f70037233a9ac7
Binny!,@tintedhabbits,0x01215eb082D6667350F720c2a1FFfDfA669FDde8
Scott(互关，互粉，必回),@Manuela51421387,0xDE0fbd5a0A4E8d9Ec8E13d25CA3e21FDC669bBdF
A Emmanuel 1/WA ~ GM,@diplomatMIGHTY,0xd80700b680bE2Ddf3a824699607ab3FCbB2b558e
"cifwzsvw.nft ""(,)""( :D , :D )(, ).lens",@cifwzsvw,0x9EaacCBC81EB42B1C9b7C6c6caeAb4a037f486c7
"ssyyyds.lens(, )",@lipinglin8,0x6d8CF28Ef5c4F8ffdf13f0B2Ae7d6517eE32B13D
"jiner（,）(, )",@star_girl022,0x481bb04f60DD1F7d6EC0A3611ed8023e618697CB
"ethyu.eth(,).lens",@renwqi,0x304E4FdCF9Ca51Ad9e85D6958d23AB4507caebeC
zoraduck | ape666.bnb,@zoraduck,0x6A25cA808D5dC095707E336d792694E0f9AC5fAc
lisenrain | 1234.bnb,@lisenrain,0xB1534c63852343030Ead3C151C77A68EBd661d79
"コゴロー.lens (,)(, )(, )",@2AkuqpZMLTmvHBW,0x8d391948dc81d695822A24E7360943da6d9DFA0B
laoshanju | 998877.bnb,@laoshanju,0xF0ee0181688424E3B9AB571aE42eBd4482Fe06fe
murazor2,@murazor21,0x08191369D8253B5f5b07bF1C7E5c4bcFa2dd1b28
bambiyurik1,@bambiyurik1,0xC4655d8E2B57C91A4579eF3544bDdf142C669E93
kelei,@keleiyaa,0x00e8d6273234b92dB51b4B47E29Ba3E455641c64
stringer,@stringerjoeyy,0x9247D70E4d3Db6454ebb507a6Ac233E5bD0c85a8
"YURARI(,)",@YURARI09949949,0x768386029F7C8900cC89Db5a5bcd1c66d3CE6280
BurpThatFish,@BurpThatFish,0x1BFa36EA533bAE7fa8EB8Dc518c80BD91335e936
indri,@Syaifms2,0x120BAe682F79111a54307c8C836c42a263c32E64
oyiinkaaaan Overworld,@mardiyyah__,0xBD7C5fF269BAa9C4793F68d624D0f7fBaA421b63
debbieOVERWORLD,@debthemelon,0x536ce8281C78a2531b448605dD9c9ef6E1a77876
jalapeno,@renzasprec,0x243FE9cde4F7840029dc954e62714D19279C6303
木比特,@Crypto_Mubit,0x85Fb01A98bC94Ecc127bF005de68cf91898adbe9
"Carrie.stark(, )""(,)"" |OVERWORLD",@carriezheng15,0xc07e47564822C953912c3E8a8C653BEc8A4c3463
Viktor Dasik.bnb/@OverworldPlay,@DasikViktor,0xDFCd81BC07Ec3d842Cc415EAA1ECfAe1136a9F17
521btc.lens/ xo621.bnb,@hermesbtceth,0x518EcD7D4ded7C4b97451c9A2A6B348d70631dA0
大关 | 0x16868.bnb,@ChovanIgnac,0x16a35d9130A609DCa8d5702BBACeF02aE30e39F7
Hami Mahanina | 66688888.bnb,@HMahanina,0x206217AA470424170DEE33dF194EA37A6Cc3CE2B
joylen | 1666887.bnb,@joylen1997,0x715cD209ca0c10Abe4b9bee5E9CC74ef38aDb8DA
lenlou | 9876321.bnb,@lenlou3,0x8cAE80c1fd41F80Fd32Ba5194ACf7086F8E03Ab2
joyjojo | btceth.bnb,@joyjojoj,0x4b206a2D447959A3F7e75a6742eA7A57aa7290aB
tinajoy | sanbox.bnb,@tinajoyyi,0xbFE0A1c0E828eA3730Dc6a1EE32dC887737948D4
chenjie4 | 56789.bnb,@chenjie41,0x763BF32011c4DF8423Ef4271286358Ef9F5820db
alosou | 1357.bnb,@alosoul33,0x6D3A13bE9C3348e207DDD927C454C72a0ebB1F86
eth,@eth56950235,0xfDa18b7132C7eb71Eed166a70e0cD5707829EcA2
xinrui,@xinrui51r,0x937FfeEACDFA2A3E264221fF1E342CAB9F41fffb
kim,@kkiimmeeqq,0x937a71cEF69749dDBa3BeCCc423E7539aC781107
崂山,@laoshanshow,0x3EbdB6d657a4FD1C6f219d1c04595913654e9AB1
"Penny Eveline(,) z222222.bnb",@PennyEveline5,0x7c1bBBb34e9e32aD87aeBB24AfFa339639B6cD51
"alexdbln_GMDAO .bnb (,)(L3, )",@alexdbln,0x08b06D4bce7D80822E75C839876dE1670992D92C
"MOMO.wtf.bnb.lens.(, ) ""(,)""",@jason_zcy,0xbFE9db4695FcF40703638ab3A6AA31364AF1fad4
"jodiev .bnb .lens (, )",@jodievac15,0xaF0f8E576f8053c50C9Fcc34694bfBb325d7c5a1
lolxiao,@lolodongdd,0xFE605Da6413959c1a0Ac12B8067affaE7B738ABc
"ericsting .bnb (,)(L3, )",@ericsting3,0x2dfB3eF9535FfCF57e1BaD33D2c9cfBbDf82f899
"Shelly Delfino(,)(,)",@ShellyDelfino,0x7703bDb30ad7bD3489e98f22b345F57EbF5140b0
Francis Dumaguing III,@DumaguingIii,0xdAf5d992BFc5a0F380AC8F7212A03516dF82B1b2
"angus.lens | angus426.bnb(, )",@angus91426,0x78EF8C9c29C1c365a6dD245426cc0eBFA2aD735A
"nothing.L2 (, ) (,) AsgardX (,",@kristianto_28,0x9C854Bf81C81cb5038ff3DD702e9e552f20fe1B5
tmo,@metatmo,0xbEdEc7B1d3f0CF8A8621168873782505aC32E960
Cybala,@CybalaAkpa,0x86B08004e2D2E87c673A2B484f927e8dED766266
"Mr. Joker (:D, ;D)",@Cocot8819,0x977c686e5903ebf783359E81c2775557AcD3d8E2
Boyu,@chenboyu0413,0x0c10e4d29945c634C718f361845eaeD5FdC2601C
"Stragos (,)(,)",@sdj3338,0xCB895Dfa8808d0c5A900ced39Da485DdC0bF31E9
"winnerking.lens |HUWA.bnb (,) (",@thing97129845,0xC301f5b31e4894fbC89B777883CCd4304672b655
"hegang666 (, ).lens deguo666",@hegang980,0x0EC7CfDC6596B775799EF93faF4b13c5f7279753
"woaiqianqian.bnb ""(,)""overload",@wngjishng12,0xAa1345ee93006fAB4F84ab6da9475c2A740Ad14d
"hua(,)(, )⌘OVERWORLD",@hua729520,0x16F2D65e36907863Bb10102BFaA6276D4fA48375
"梦想(,)OVERWORLD",@min213213,0xb24Ec5C3d93ADE15c4E0b583915d3459A68Fc3D5
"meta2030.eth/OVERWORLD (L,3)(,",@ZHUANG66208479,0x2F9cAD8D0f2E86f709247F540472C17BE8d72756
Tuanhun002,@tuanhun01,0xB69fEea95c6F4d670d9FC4DBAEd8FCC2F42F98fc
Solo-Investor,@Johnn_y11,0xD671602f1a00C0e4C278633B8B60B82886122E2e
"getrich.lens(:D, ;D)terraswap.wallet(,",@shan13141314,0xE7841ad5Db7F6b9fa089Ac3100A9623C6aA3730F
JOJOsu | gether.bnb,@h_h_JJS,0x7EC2d2E85C1Ed4427Fd544Bcf123aBa936219441
Jhust_dave//OVERWORLD,@Jhust_Dave,0xFc71F75498ED54D23096F1284aFa7891EFfa1fb1
LeaJessamine,@LeaJessamine,0x71891c2c7Df683D4476c0315D51B07dcf955BfE7
"Clarissa Vega(,)(,)",@Clariss54196772,0x7103Cde30f80524572BDB9f4baa2C6B9C23c8010
"Heather Morgan (,) layer3.wallet(",@Heather81780543,0xCc3aCB995FbE19069Ef2D1700170808EEBc02591
"Erin Thomas(,)layer3.wallet(,",@ErinTho38423341,0xD295754eA27aA6db15D4D0ed1E642b610A1238C8
"Archie(,)",@Archie_Yi,0x0D8969Db749fa22C8107Ff3871E30b2DA246984c
"muyan.eth.lens(L3, ) (,)sky66.bnb",@qingyang5511,0xD1fC993D34318251f4d7517eAC987eA4B49d0B25
"o999999.bnb(,)",@southey_osborn,0x8c03453001fFBA0121D999B74A464891a7e0d2a0
"NFT非典型机器人909(,)",@zhongyangkaila1,0x872Bb5243F913e3B68Ad8F888278DEeCe0074622
"Eudora Wild(,)",@WildEudora,0xD4C1F3D464A6A3573821f25C89A40CCe42f20eAf
"Dave Baker(,)",@DaveBak42439088,0x250E1eBc24e0632caEf7a1fF9D72782640aD6928
"동민기(,)",@dongmingi,0x69EF4Ff61D71898ed6F63D40093D2c2Eb64C1B42
SEELE生态主席,@wjizng1,0xD352a2A45424EEEB86C247C2ad76B9d7ef4018f0
"Rory Thompson(,)",@RoryTho32111969,0xc5951F7F55862Fa4784eea4308b2A2b7A1172BbD
"Vita Anna(,)",@VitaAnna7,0x33c32684EDFb3F3e7B8569ED5Eab461D239698aF
Emreza (),@renza1987,0x75E38c357B47C87562BdB97bCc4001675572a0D9
"Surfer420(,)",@joy_kennan,0xe6Cd4D9A442A0fD653b0d09f3B46D16008f0D6E0
九节狼,@lilulublue,0xd79206d6297be8f2138491c95e1b7c11ef5cb52b
Cenjabun.eth(互FO),@Cenjabun,0x217507A235F24ADc5E0e5c77A1431f925AeFEA93
fengxihen,@fengxihen,0x5A6B2Ba21C2a042a09E09d944eB504FE05758685
Crest_cloud,@CephasBankole9,0x5230B3F47E138f578b1EEFce9F89af9f62A27a60
Kevin Chen | 70553.bnb,@kevin43753343,0x6854F9a16753Fb49861AcB75E78D8a055C4Bba0c
"nuiu (,)",@nuiu325,0xE2BDCc6C500b69B176dD67222513E33d3c0227Cd
ylong.eth | ylong.bnb,@ylong58,0x7b969FEFeB9F7618BCDB0F92d09f3c94301D6DD1
akim.eth,@dabears888,0x3b9ad17731eed88e4908ff6924cdac99b3bec29e
Stephen,@STE_W3,0xfc26c367602d7B3A09c51dbE80C1a1D42c6d2166
"ego (,)",@rektmaxi,0xdf36a05Bc6245948014baEf1d1dAed867b588bd8
Emjhay,@Emjay05448396,0xe65482362344654689a2f449c8A8b3575d61f6Ad
B_SAM.OTRL,@brno4u,0x976374A5C6a4a7f8BA57d1E4F9187856c7528008
rob84,@trapouery24_7,0x9459E56E1049F1702A96CC720c49459E9754C68d
"Gitoof(,) /OVERWORLD/.lens(, )",@Gitoof,0x552F1784DF9f343E34A8a38C8F270B91C099fE94
0xMΞllow,@mellowfellowsal,0xMΞllow
0xMΞllow,@mellowfellowsal,0x5dda1FB394a689c219D4af34cC472767fe3C038E
0xCreed,@creedsznVII,0xCreed
0xCreed,@creedsznVII,0xd5ab93776D7Cb00469a5631C28cAFF911Dae134D
Web3dawg,@web3dawgg,0x628ffc8Ca3d8788F2C7C2E63f99bB7dE0dfbA522
ppcoin.eth.bnb,@simonwei13,0x131c504D48D95B7FA06131746355dD368f0a3bfB
lioo 00901/Overworld,@koulei2020,0x0d648783eAc6adcC74C6f6254a59e068F77721Ac
king|kingofsocial.bnb,@Heather20566872,0x7aa6736788E7efEC9FDC70f9bcD252654f63daDd
sourced.bnb,@Summerbackl,0x82eF30dfb879DF3D5896fd44F3347F79E625B65e
eth13555,@eth13555,0xf959e8d0a5d420459d10308ec6f94620ebc3328e
"Grittizen阿軟(44.4%) | softruan.bnb(,",@Softsoft0130,0x9eDc91EDaAC815BCCAc2533817D9D1B9cF2dBc05
"XV XV(,)",@xxv56427,0x2112384850FB2bcC73258E57eED3EDef9D4a8339
keviNFT,@kevjumbaju1ce,0x09BFDeA369e40107783b1Aa9D146fe7D462C9c69
honyutg,@AhppyO,0xFff4f76587C7EADb970b3FFbA1Cc608882787A42
Jesibel .HK,@Jesi042985,0x70d7C67374339A831E4967d2a430106D40038AA7
"gg h (, ).lens ruidian",@ggh21580513,0x2666a9a4bE2f926E14528BdC1C3551A83c3acF18
Bingo,@Bingo64269511,0xFaABE6c67813D94ebd23164B52EB568478a5AD7A
"Toby (,)",@the_mafia000,0xd324163e52d312184f9e95f31D35475b59ab8919
Christopher,@Rosa_Bella27,0x3cffe731d711d9d7c821d51dd8439b513e9650bc
eric tayao remo,@ericremo_1761,0x52D0BF2F95BE68468486C8f1C9e72BB2b79d8F61
fred durst,@fred_durst23,0xa94AdE4f914472c1526e0Db4C96cB9b88C7eFF2f
ERXI,@Tim131913,0x3a542857c94583e6aD09ffF5759bA72ef300c3c6
sanci \liunian.bnb,@sanci159,0xBBb5FBE705F786df8B906087701F4135fD49f41c
laya kum,@layakum12,0xC99155270eDbaac3E7AB0e0d858573Bb0D89CB13
hanke42563723,@hanke42563723,0x811827Ec37F53a82a3553b5524f2542117f8C664
akala19980,@akala19980,0x31838F0a74692AcF202635e7C0bBF518D28094c3
