name,twitter_handle,wallet
Issa Arinola Rahmat Heist,@rahmat_issa,0x6b507A2B8b6B5f5Ac1882EFDe7836f140D5D7218
Pooh,@Pooh348335444,0x754a8642e9a010228654fdf54277ab648cf209a5
soufainespace.bnb,@MostBody1,0xb78B1721292E9b866c162079e653aC58faf7A10a
@Fini,@marcosfini10,0x23E4d5AbbcCBB89C937e1767Df42cd0Ab8DA5B26
Joe,@JoeAshita01,0xc2F393b19dE00F1819384a0c210c83FeE6a599eC
Mertcan,@Mertcan285534,0xBEede2f2DBDD61Dbc3c5B9e6B942D5f7Af7ddf58
lsilambarasan,@lsilambarasan2,0xf7242B4a656005e2c44f3B170992C416Df8a2693
Albedo,@KreZnaTioN,0xC2493f2BC271383B5f9e1190f9E49170e6769D50
Jon tex,@CAbiayi,0x8c24692fF2F597deeB7894DC1b6Cd2FAfC341f61
Viacheslav Halkin,@ViacheslavHalk1,0xBa56Fa90b6AF5B313a1157cc84a739Ac61D3a777
Jhon michael Donghil,@DonghilJhon,0x2a2e1a584272e178cf7000930bd452269efd1f91
Tofik Nur hidayat,@TofikNurhiday18,0x904Fb999d385070ab664f50f03933e2a2Fc0A6e6
Alyssa Williams | topgamer.bnb,@AlyssaW32714017,0x78afbcdB364947BD514088eeF49140979f36D670
Joe not Biden,@Mrbiggyjoe,0x7b4b7119429bf52222aBe472B8f4ad2B2EE44b26
phelyx,@sunnyx90,0x857A109C6aC8e0769d828fb23f3411eCB8fe56B3
kemi,@cv_oi0,0x85B068835DaF854275d233E2136e2E7C73475013
Airdrop Promote,@AirdropRos,0x66c7215F3F3f6B03f67edea3485344f753CcEdD0
"Osazua | COLLAB MANAGER ""(,)""",@ManagerOsazua,0xBA0043996FAccEc7Eb1B511B4597AC282CAedAe5
yusuf,@AsluYusuf,0x08cfc9C97E14222E0624d5e7Af925e810624AC20
Ennation,@Ennationx,0xb0572a593627778369bC85C85ce6FC6F84CcADDB
MR CLEVERLY ♟,@Cleverly118,0x85CD4D1A6B20dA9Ab83D2C8EE15a7E9a30c5Fc69
Chinedu Abia,@ChineduAbia,0xdad3732a6b1ab867552d98f2b765721578fca1e8
Muhammad,@mrmuhammad835,0xA34787Dd04fC618a989510eBb946bA6B615999FC
"Brownson, Saviour Udoma jr.",@BrownsonJnr001,0x613BCc67b276350dE81987bB18377d3F56347c8D
Symon Skrin,@skrinby,0xeA45E6dB26504c6506d0800AC7fEF5d84fe2941b
Crypto Judger Satoshi,@LoverMarlet,0x31a66417f79bc9cd9998428c5d127ee7f3d96021
nav,@blockchain_eco,0xc5e35e40D96930640A30225e1826DD75511d3Bb8
