name,twitter_handle,wallet
Petr Van Rooyen,@PetrRooyen,0xc28cdB67d0Aa105a220C9f79f958D7C02A0033B5
Kousar Parveen,@mishba973,0x41de0ab1b2f29bc5f9d866d0741090fd62d6b799
BMY,@bmy80star,0x4641e5113292082a8c3a7bf8d87ef7dd8aaf1432
Arya Mataram,@ZTWMakrifat,0xcab407596b645a2332ae64ddf26dfae8e79a4521
shakela velog,@ShakelaVelog,0xc796a7656218bb90da6db892e0b8bdf1d1c078f1
NazarBut,@Nazar43657082,0x9EA9e79c1b298e30532ecf0525af76f8408BAD19
Oga Boss,@Brosjluv001,0x7aea9c2111d2968a51567f34e7eaa93e5cec8548
Jay Shalman,@ShalmanJay,0x1E7CF2b91945f482bF7d819A19BCCF87a1b1EB85
Sandeep Kantiwal,@Sandeep35236170,0xD95Bd97955f06882DDAfE88933D8cb883FA55746
Anthony Igwegbe,@igwegbeanthony4,0x1bb40dbb541d498eeaf54c82a6997b9ecc606263
muhammed,@muhamme11392408,0xE8c4d1DeFFF62Da3f8Ac231ef2d3B59af0a38b48
Morteza Ohadi,@digimortezaory,0xF3Aa3c12318A532f557251C69f1eEcb85E0B8599
Mohammad Nurullah Ansari,@Mohamma27069800,0x6a61f9ee90aae388bf2a8825e2873996cd577f3c
Agus Nugraha,@Goes_product,0xde8bebc65da622549a5811b47c68659faef0924f
JAMIU SHERIFDEEN,@stechnology2004,0xa4CcEA142B43D6bCFBe5d6729526129F3ac1A494
Shatty,@Shatty61438711,0x8124838BaE534Bd6274b808D7d5fEBFDDd15D0b7
MIKE AJA.,@OchiajaC,0xC651c59Cd048C63eE7aF9b36BAE5F7DDda3248Cc
jemjemneedsmajie,@Jamesdakss,0x23Ed4cf5E5847039609F799cba8d1c0206E649d2
Davinci21,@AvinduKanishka,0x4328467f3cd46967d17257dbd482cc36e4a79d8d
Jim's | Ditag aja,@ditakdirkanhoki,0xcA1F675b7CE3E77593248Cc1309bd23236581309
titus Dego,@TitusDego,0x5e39E624c719AAd4F68f2E1c18A072b0A50C258c
Bhaiyu,@Bhaiyu87205815,0x80B05Ce2D48804B302c7CD043F614FF5C6b5f05f
Avkie Ahanaf Arnob,@Arnob199,0xb8cfdaA17f8C6cdC5E4E9C5fB2AA0378D17aD07e
Zahar,@Zahar18937603,0x1a1ddec39455086fddc042d7397f9035a26ae114
Ramin,@RaminKhosravi19,0x54fbf2693366efC552C11526F1335332Aa8F88F5
HASANI SANI,@HASANISANI161,0x6982874C2DEb83Dba26A6C8e387d9791aA687F4E
Anas Musa Abdullahi,@Anaselc01,0x322f8aCdc6488e39D77503522C85D1674ecCB4C8
Josh Wexner,@JoshWexner11,0x3eBa9CBb4D70bdc5E0744fD68e01051067a7a06F
Ahsanrj,@Ahsanrj007,0xcE86D292C3F8bbcF5eEc7D40417aB7d6bfb657c0 . I am here for tweet and like post and want this free air drop reward. THANKS
ДЕИСТРИ,@dheistri,0x1cd930EF85f33eB4447aAa828e53c82b3ccC0bD8
Asif69,@Asifamarjaan,0x402c4d7Dd5Cf62C7969b54090Feb3eF3648a16E7
Damith Piumal Perera,@DamithPe1,0xa007a37bb77a72968bcdc1b37fdc4eda26c30305
krishna,@krishna16653551,0x62F65D21ef5eD591704794c0F25ede2F41D59E68
Divine Apongpoh,@divine_apongpoh,0xc1b6315bea05b6a2dc907b34c2a6a211014119b0
Md Kamrujjaman,@kamrul55667,0x08ab6722e955aa800e7e377efd655d327fb549a4
Mrsnaveed,@Mrsnave42241911,0x2207A3d98C7AB48dec52f43D3948F583cB36b954
ATAKA MODELISMO,@AtakaModelismo,0x49B5657b05c01D513e3cAE7CBb6468cf73aE4E34
Edgars Miķels,@EdgarsMikelzz,0x7E79DbD437F476a002BA8915d1196158cAe6D71F
dejoker,@dejokerd,0x6DD80Cb511f2b3a8e49b613c1163657eB462aDF0
kryptoweteran,@RobertKruszysk3,0x8874a51139076dbdadc4794fded21fd31175b28b
Sani umar abubakar,@Saniumarabubak4,0x0eD91C4DBd21593D3EEe8EE585B28c19aB62fa4f
kaushal prajapati,@kaushal64863518,0x150920b61C23d4ebd3443e331f8B56D635b39061
Іваневич Олег,@ivanevich86,0x79EfD02A79cf9d25664786CcE395F88Dc2774f7B
M.ANANDKUMAR,@MANANDKUMAR1,0x9b280bCb43527eE5D6D7c80B823bCB210e1a9F60
Іван Федорків,@FedorkivIvan,0xfd349eF9D62818Ff5a571842191CC1E1BbF23cc8
"sujeesh_ss (,).bit",@sujeeshss,0x754C6DaF849Fb093ce56188f8ad9376D648841c7
#XDAOist Web3Camp @SuiNSdapp Fam,@IvanovValentyn,0xDc263096f77b46AEFb82F54191fbEC0D795F1EB5
Muslum Gok,@MuslumGok50,0x5309511defd48F4Fcb08cC498adaFd54A293dC24
Oluwa Nifemi,@OluwaNi09480626,0xDA286736B4298E715eC4BAf3EF73B641A4773c95
TIMME OJARIKHRE,@ojarikhre_timme,0x7B123A8476C1B2E1Ee8CEAf62Ce4924041E58f1B
Dede Fachrurozi,@DedeFachrurozi2,0x7B5c71319Ec8124080A3FEA63aEd6D4EA0Db3472
Rambo Y,@cryptonewegg,0x14d35F992BbcD01DCE97f07172fF5720FBC3318d
Quyen Nguyen,@qn00022,0x1D9e4e3e86d298E0632FD5585b4Fe05ed3905a06
Adji Berry,@adji_berry13,0x045b8b196D0faB170D69458F9A71C7D05747127E
Miigaa,@Miigaa52861560,0x570fb05d6f373953dff2d6cd507ef1e6827db72b
Kimmy,@KimAbayon1,0xeaD3Ef0E94f8255Fd8883647FE47c3b643Cc982f
Ebrahim Mondal,@Ebrahim93290705,0x57bec78bbd8dc1ece9ae29580d948f340af479ae
fatih kaya,@yabankaya,0x11D784805c7F35e24183B329dD31bd7cB7ddfd26
Luka Aravinda,@AravindaLuka,0x080a483e87934d6aa1372d4528098fd457097d37
