name,twitter_handle,wallet
Сергей Бубнов,@XrPFANRU,0xabE61e61Ef319ddcDc1392937a905aBEC335F263
Uchenna,@Uchenna02352802,0x86fdF64FB229d1579cc1f757e031475C08c893DA
Lawalhammed,@Lawalha29754698,0xf42C9A9B3e112B6ECa6f692678c029c49C7AE061
TIẾN NGUYỄN,@tiennguyen1595,0x378e64726ECA2765678cBbDC06CAF1A716b9f379
t JIANG,@CryptoJiangt,0xc4EFb283Ffabc6152fe27D3369F6096363c4E43F
Manzura Vohidova,@VManzura,0x6BaC6189496b469303aCb73c4a18C29fb9C2A9f7
Guilherme,@GGuilhermeAN,0x71202D70B7b4af952d230a2e05509a5D1094aFB8
PAIN,@PAIN_20208,0x7AeD162128EAF12B80CA83bAE1fdA77eCd527867
Nikhil,@NickHeal786,0xb89c8533853F756786c58DB7c8dc823FC9815456
김동수,@kimds1015,0xeb6AA8e1fD44971D1cA2B352a4ab8233B28Ee6fc
Rogue Phosphene,@RoguePhosphene,0x928d530be5a7ea27df4a8480ac34a31f8a8a7b44
Dan1god,@Dan1god,0xDfF3789d4C45eB099F3d9EA4E0F1Ce59f8e58cc2
hassen essa,@hassen_essa,0x9E3a6Ff097D6Cbc81C6899a6E33E1fC76CECfad1
Shoaib Khan,@ShoaibK04047539,0x446045c969229c8aF3781bbc54bE00A22E911f05
Sir Wilson,@Dennia1313,0x6ebe3b30dfcec53E70D0437556166061d6e794a6
tristanfajri11,@Tristanfajri11,0xEB593fd1276670a3Dfa67CC8c447B00BC24D72A2
Felix Regala,@regala2357,0x0DbCc29e93dc8fc9a40ca10880aB6A79bfEA8863
gab,@kitano__ken,0x721f0F0c20c38353D0b5F95e63deaA4d9b34A213
Ricardo Bernardino,@PhoenixArt_RB,0x1171e11f2E5350e134b2B2fF47c95E6b559A8924
Basim Khan,@BasimKh10308052,0x3835c76B886e5A135F5ECd2346DE7099DC80dA41
"cryptogrosik.lens""(,)"" (L3, )",@pienondz,0xaD19C10A4D89c0a1E63cCcBF2B09289D7DE843fa
Sergei Pavlov,@SergeiP25410017,0x3d9C310E0D8FD396b6B90c84025cd31AfF183643
NFT Jxcks,@NFTJxcks,0x66DcbD12De2a7329B8E812628254B2B35406577B
Clint Bryan,@ClintBryan18,0x57d66cf44ce7c3a7fc7114d57bd0acd7ddacdfdc 
Crypto Mario,@mario88295037,0xFB078688D267ca810FDBDad3811C9c27B8fEC530
Christian Frantz,@fcet1603,0x813b2cc1B6399c7e5aCA0BaFa037637b0a2EE484
felix,@felix89311203,0xA9b35e64320E020F9D597303f3A0a2aD2a52FBea
Top0x.bnb,@YI81425252,0x43D606A5049Ad5F0558f5F4b2862A97274142955
JHEF,@JhefEsquivel,0x90a6f38d8894dc1eeffcdd5a2b718d99d07f9735
Murat Zholdasuly,@MuratZholdasuly,0x1E93D02790987885a5178a7700747666BFB3F793
710isaiah,@710isaiah,0xB67e8D7Bb04c1966CD1CD2D1CA416BE0886cf749
اکبر پیرای,@MaptOK1e5wVKgv0,0xd709d4FE99D2862b89eD53eD32c2CD4477E48632
Selçuk Atabey,@SelukAtabey2,0xf4a4c2b8e12d44828f189d39837ec13a787ec8ce
Raj Gahlot π,@iRajGahlot,0x0f51012a73e14d6ef288fCBDC7120770b6a3a92d
Adel Dahmani,@AdelDahmani15,0x0C09ecD898C6C14d235c4b181667710a95E2dBcb
Hassen Ahmed,@HassenA10810445,0x4F1BDB3f4Af7712bd8eF6da5B6b481D93923E073
gbemikole,@BankoleAduragb1,0x0D84276EAA2ec93903998a4ca114c7625B3B7583
saptowl,@saptowl1,0x3Eca4B79f83C049A1482A5aaCd431Eb6c0c8d6F8
Ccryptotoos,@ccryptotoos,0x430d4976Fd724eE7B73aFba94b30C68Eec0822Ed
oyewole mayowa,@OyewoleOluwama2,0x2133Acd193D33dD7121C9CD1e3d25c29C47E2834
Loroche974,@Loroche974,0x3d2F04B63d9A75B012518b0F05B5f2ECb8F4C9BE
Dr Imdad Khan,@DrImdadKhan3,0x5917Aa6ec969C4B20a683b7808bCf6705bf5cC7b
gahman,@gahman_da,0xF88D497d1b43d8701b3f367cED779F2845a60dDA
Ivan94,@Ivangz94,0x18Eef908027AeE4497D55c60ef8635398f434289
Sh_ra,@Sh_ra340,0x9BBb7517ae2672eD766168be07782b5f52511459
Sekhar babu,@BabuSekh,0xC9BF6dD9Aa315CED7148c35127DBb2F7ce1f810c
Chiagozie,@Chiagoz63165189,0x70baaf2F0e63C0bd3F34d20aE0649aE64E17d18D
M L H F,@Francois1Lh,0xe09a833c537d170f4bdd4837cd3614abe7ea6584
CONGOLAIS INSOUMIS,@ChrisSanduku2,0xd2efF9Db3375C71b01D5Dd006d683EBB64dF0Ec7
Kimou,@fit_hakim,0xE2e4B554a45BC6709A4AcE10d8107c4489B7442e
Hunter,@Ollydrew100,0xFABbd776356BD9C6F76d83c34a343Fe9940d6EBf
Faith Shulammite,@ShulammiteFaith,0x4073Bd859bC856C7267f08794FE1f19323C95ff7
brownskin200,@fransis1118,0x191c505F4E9fAC808428258EDEFDdDC427c7f2D5
yUnabi,@yUnabi_09,0x04dD6e4C56A3cD971107Fc5f23d3c8cB2b04757c
Roger,@Rogerbarcenas06,0x8ba4ad76f53827ead4ff0dd9b234069e77d0eca1
Sheikh_Yman,@yman_sheikh,0x8b66630e34ccc8810441bc29d81295bafcd9e5bf
www.codedstars.com,@De_Newmaster,0xb63059a73094E95DAd4f36137cE6Ab979f96E889
Roger Weibel,@ajemontana,0x9F936E3Ac1A299086D7cb695ea12C785dFBBe1fe
smoked toast,@skiwinter18,0x3415C923CF01836e7040D448A8205030199ba308
’Nik,@NikitaS01874970,0x022292f876bDeb42c297aaB6002557B395bb44D2
arifaydin - DieAngeLL,@arifaydinnnn,0x81470F993E89F8Db56f295AfbC179BEC0AF3bF0B
胜天半子,@Z_dabao,0xEf78C8BfF17353f8558a9146b6e10e0df3b4170b
zjhlw1,@zjhlw95,0x1E1E3159d35ABfbE3d40419CB913ef3E3271bBA2
V D,@VD8712,0x03039212ac5bfa91dadf3b715cf4509341e9bb5f
★GAKU★,@GAKU38455165,0x939F49719e001318082469580F9BD6b83B48c37a
ProbablyGod.ETH,@ProbablyGod_ETH,0x599cE737428a6D19b0967255DF4fCB89618F096F
cryptonerd.nft,@EllensohnStefan,0xD15436a5C7Af2dEBe578FD47Defc5D88bfa172C5
Pacheco,@PacheckDisTweet,0x93EfDe1404F5dC343a29A6593723De81A2C0c3F8 
Vinnie,@VinnieETH,0x106320bfafd0390E98e9D9A9cE5Ed29b09046c97
The Doroughs,@dorough_family,0x0e608c1c018F2d39Ab29104d6D7221db5c9441E4
Abim Rizki,@AbimRizki3,0x07AD778f92d712ddCBAf83699dFf7e3b4E3aAAf4
B3W_3,@3BW_3,0x4eb299d2d06e6b9d9d3bD9be8Eeb5fdBC0c4A475
Ahmed Faysal,@AhmedFa37434863,0xd71df6676ddb2e6fe854a68612dde5a9c536064f
Karl Zed,@karl_zed7,0x646FB6b56d9CfA689a0d185FEe3F8beb9C70B34D
Seref Batuhan Gocmen,@batuhangocmenn,0xbc0054143C9c3D3f3a4ADcaa45283E831105a4cc
Dargombes1,@Aherjiyanto,0xf28bBD3b380dAD183967b8E45cC4622ad481393A
Yash Patil,@YashPat08338412,0xcA13Be7468b8f8B06E86036deae3fe5f515ec6d4
HelloMars,@HelloBTCs,0xFf334e9D073B026bb1729161a2702C33487C721D
Adeola Ayobami,@AdeolaAyobami16,0x96ce0B00d6F4fa4dC0cBE8A414A70B12F7Cc9a7c
riaz hussain,@riazhus06797435,0xae2EDA7B4cC26BdDFB293a0DFd59ADc102E412be
2910,@Sugeng2910,0x716438ea91F96eA1646e257B1CAC3B385c7d8305
justF,@fprdnr,0x9d57C131E2919F8d10FBD903c36451ceb4566d9A
ekselans,@endorfinhiphop9,0xD1254b3060cf0cb33F12557bCA918720bACA824C
Asheeq Gangat,@gangat_asheeq,0xe96eed3c13c1795ca39ba9e70ed1109086083c5c
Del Hathaway $BITE,@DelHathaway2,0x8186947CB2532F4Ca0398D1130ac490A2978df5C
Данилочка @StreetGang_NFT,@0oo__oo00,0x007D9a0e8607Ec48D22A9dC732E441f5aF121079
"NFTgod(,)",@LFGbii,0xD7C469dce58b388712C635e6A3525B353acf67Ec
Nurma win,@Dz_berkah,0x2379881120290837541853d01B254F8D8a519c3c
Idumejulem Ifeanyichukwu,@IdumejulemI,0xE45f463EdF24935A09324d0ad20816951AE7be34
Mohammad Afghan Hamidullah Khan,@Mohamma03016085,0xA44707d87C91B4B91DD6a77996DeDcB72cb0c47C
