name,twitter_handle,wallet
Beshir Mohammed,@Beshir014,0xB5fa3195Aa47EeDDB03FC0DC511B9b4802d91e66
Crypto Bigwin,@Uswatun10450352,0xbac692a2a9a9e11a1d946775d2943d86b875b9ec
Shah faisal,@Shahfai02899328,0xc95a1443a38e9d153cf0944401a36f046176968b
NFT's4GOOD,@HappyG108,0xd6695aaF03B09d2426dFF93997B3db317A6Bb4D3
"NFTgod(,)",@LFGbii,0xD7C469dce58b388712C635e6A3525B353acf67Ec
Bhavesh Kumar,@Bhavesh707877,0x6498Ac8811333F589196Af76128273841a0d393C
Andrey,@ea1x1x,0x508beaCde66404927dB0Ad51a65459525abE863F
AhnGanDa,@aj_AhnGanDa_,0xf73fc1a0416f0de425705d010ed508859130be30
Pathfinder,@VinothG67758310,0x60fB5AC4405B7B4520D027b2C3d4EE1D44Be2C85
free dod,@SamiMazen6,0x0c54D6f49ed45A63A768CfF3cC4E1897607463D0
ThoyourGFX,@Thoyour_graphix,0xAb27cDF0E2c6761975585e991918d905d3D19E02
Rakesh kumawat,@Rakeshk72719911,0x8EEbfF6C434ebBd9952af1811F55de0408eaDeCE
CryptoTrader360,@MiaNurhosen,0x726Ad41b593e58cfC2493c11a6E890acf9767722
chaynoi,@chaynoi19147007,0x007d556b3cF8C1Eb89f6aAcf2E7d84b7f13B7bC9
Paul Weiler,@CarlaMo5911567,0x81e41cdb2d66Bbe90Ba57327c849Ec88ae7C23c7
Sylvester George,@Sylvest30733995,0x5c9df444c1423Ef5e6e5c23473be28c3858a778a
Crypto_Bazooka,@bazooka_crypto,0xd382B0eb68E5a3f410d9901a2af7ed280aB12604
Sogand,@Sogandmehrasbi,0xa167D8869c32EA1B00B326a36E5db1f5a7d7f527
Onur İçigen,@Onur_icigen1505,0x0C35668a88433c96Ae23E784dF3EAbdAeFe12089
Monir khan,@monirkhan138,0x4563A9d392CE08E02CaC5eD2Ce37c2A4d60bb11e
hotoro,@Naxeeyfeyhotoro,0xBdf01f114ce148f5Ecca68AEE79ED601bA1bBb37
Ammar,@ammarkhanzz,0xEeDb9A985D4F45E8c3B1c11347AbbC030fcB2E7e
zhuo020,@zhuo020,0xba0b30a39A5ce3Bf480043065c9906F4F6a75E33
VadimU.eth | VadimU.bnb,@VadimUB,0x0A65C215CE8abC782A4B763FFfA10a41652Ac42C
شوان,@shoannnnnn,0xa4192AE74C4B28917c82D50990a0F67f5B1eb3fc
jhon-Alia110,@Miyanhaider0300,0xB826637Aa32913482FbaB0495e8f45B68dEBbf24
Muhammad Salman,@Muhamma82641008,0xea645c2ede24e181506649ae180f4cf560ed350b
Gorgonite,@rurirubi87,0xedFB8a409A4De4454c754419a637530196844AB4
Wells DIMENSIONALS,@Abraham72069192,0xf37BfB2d5eC8b0b6569d204250f24836Edd22d54
Rui Gao,@55226053Gao,0x1cc06eF7bA41B4287d4dCFe27d7eb2FFBb0ff91b
Rino Rivolino,@RinoRivolinoID,0x8Fd77EA46f3Be426D66f7813522e7752c3eE67E6 #ETH
Omicron Shorts#,@OmicronShorts,0x4aa88bFcF16c73F2048E7C629DEF8531553b8452
Ksenia,@Ksenia8811,0x9A5541568284B337d277ed0cF8276de2BFA0B1CC
bert,@bert82198823,0x23734afCf11a2Ac6BE45f162Ac793fDd6b05006E
Globedeception,@frankbruneel1,0x94a90369c7B22F726913673Efdd5D494780a07b5
Mikii__,@CryptooooFun,0x95972E3e6aB7f42006A9601C08afD31c24055B92
ROMAN,@roman_konyk,0xe1D49e538C7e0516F0614da1AEB02f6707ceBde9
Aziz kılıç,@Azizklt,0xE57AEC3Bcd28c0559824291118f17de9f669DD30
Silberbrand,@Silberbrand75,0x7E45F4d4154370256a1e158B9e85ce29D73a242C
Nargis Begum #BRG,@mdbappimoral,0x5b8801dBF48928a837719908708b5D7f1088F88c
Nabeel Ahamad,@NabeelAhamad17,0xe95563c11A9D5AACf2618Bd353f0806cA5B4F522
alexei aliabiev,@AliabievAlex,0xD36Bf2267180F5cf35Ed1295c740476692A4b812
illo Podori III,@IlloPodori,0xe5e559eb0D39aA9A42fef295D91cA2B6B276a40b
deadshot,@Elkanah69277075,0xb262E4316b2b6da8fa1E114bD31e8287D42e3Efc
Hell Boy,@HellBoy94282663,0x2CA64061022cE389aBED70A1081c41a12042A9e1
Aлександр,@A816230961,0xb404cbF96FC0Fe8E398C6e35AA23Bc87C9715aC4
esokajateam,@esokajateam,0x34145cCDa43fc1d3A3018Fc1f662Bc2ba20DAD3a
Michael Olsen,@Michael75098745,0x0eC1b1B17901b6D35c167E2c26223E9Cc53c63B1
Saqib Saifi,@Saqib_2002,0x9A8A3F4d79E93Cb696aC39873a2ff28C0EA62C8b
Maka,@MakadamaMaka,0x31A837524105eE822D3bA484bB913205C1A6FfBD
推特观察者,@Dfpi_,0x9F64472cCf51E439321a26dAD289eDdc02accD52
Reyzone_FourSeven,@reyzone47,0x5DF414c7806f2a98d7550D7cF61E133da139EDB9
Jens Wagner,@MelurJW,0x490132355cB7a7273238E6fe87A0cC31751e816e
FOS,@caroteume,0xdb7e9f1dbec2760e9cf6b15ebb45502a4c1d714c
Benjamin,@Benjabryanmo,0x385fb1cfFfC397e07aA00c652a58E720167619A3
DinoTwins,@Dino2ins,0xb14f084BC6da31eCd6FCb38b04638aeBe8D97A65
Rosalie,@Rosalie07067062,0x3516bA58B693382b4780dEE2D589B86371A962Ad
The ghost,@urim999,0xBfdDDA00EAD9714c2F12bDAB7B4D1F0A79b43242
OULAI SOSTHENE GUEHI,@GuehiOulai,0x5ee65AC82cEF8a6594d9b27F211e84Bc9b02BC2F
CryptoNft35,@CNft35,0x94705A9d675daa924F9190Eca4c05ED6B12d5345
CryptoKingsYMM,@Sam45169938,0xaBEd0d7DD2E76915fA0916920783dca40cd0aFdc
Anton Handoko,@AntonHa12653574,0x7CC7037ABaB1798eFD4b4C508880F93Ad9E42830
Bro,@Ninnei_,0xa0FE5e3720414B7013164Ac6F1d5B8024D3307Bc
Julio TOGNON,@TJ2_Stars_NFT,0xFf34F1855B633fDC48335399B96CB587466E44Cf
Basti R.,@bastinho__,0x4f767B1ea9620e31844126A6B94eC069e327F01c
"Amazing Grace (,)",@Pagbonze1,0xF7197f33DeD320f9169055f485B564b1b0c8a7F9
Tri-Edge,@AbdelkaderBeli,0xFE9452e1Dc3D8D6Fe34a9222525c54450173e463
Zirn Marius,@ZirnMarius,0x17c266C45912755F04Bc18cD6Faeb12a2dF690b9
B̴r̴o̴t̴h̴e̴r̴ ̴A̴r̴m̴y̴.bnb,@Zokerr168,0x7B9D13C062a9BDfA6b2fe5ED843cf0a0D4DAE970
@atish_dhote1,@AtishDhote1,0xBd461711EA4b63ed7A4fC2335ffC10D7c73Cdcc8
"My metatrader ( , )",@morillonis,0xC0806C1D08B7eAC6bb1Cce794584156CBDa1416a
Nova,@Nova62673950,0x3Dfdc6C45Bf66C93C86911c6a971DC73f2364CbD
BEEZ_YUP NFT ADDICT,@beez_yupNFT,0x43F5ebDe05C3B46998a8C1E07a9d816e111a271c
kenzi #424,@son_jimo,0xB18275C8b15021A17198b83d9a5F57BC6a6F5f78
Mr. Aibee,@AibeeMr,0xa5c8EE8FC8aB094F0563f74294F2958F1a33a01D
bigwinalexa&twins,@dampitxbigwin,0xb8B4B712571b08640cd4f0CF35BD7BAb10e6D6bB
Pallavi Rao,@prao4666,0x1214508078e21902312d072f550da579666bb57f
eray işlak,@eray_islak,0x6bb5b820947b99d38acf839a5826175aa74b9da5
sapta agus sugiarto,@SaptaSugiarto,0x75C25d6D0E23982Af78ca353D145FA6Ec362304E
Angel Daniel Morilla,@morilla_angel,0xC0806C1D08B7eAC6bb1Cce794584156CBDa1416a
Q'wilds Sasmi,@SasmiQ,0x7119fA939248334F47766579b88418e160a2a4ed
Nike Fedorchenko,@FedNike,0x540CD7d648841f60aC850467aF1303795297281a
Nikolay,@Nikolyasik78,0x540CD7d648841f60aC850467aF1303795297281a
Tate Gray,@TateGray1,0x71ec5060257855E26c576c1eFb3a72706927eba0
The Rock Singh,@TheRockSingh3,0xe8770BB8C2e54969f1983d776E5ab34f0D14DDEF
"Sukumar.bit,79574.bnb",@Sukumar51482326,0x8f3aBDd1e5b79b195E1775f95eCa765Ee0618B23
Bayazid2000,@Bayazid20001,0xa51131BeEEF3d42f3Bd47598eaFfd7376524c054
MightyD.eth,@MightyD_nft,0xb8fB50F05f654EC5fBaeEcEd3903bD348EB735eA
Fuad Huseyn,@techwriterfuad,0xeC6A28F6C96E6fcfeA54Cdf9F1879722429f2C0B
Michael,@16_sage0,0xe470872c0c2a9387481Ee6A01a27bf1E0669EBA9
Chris,@ChrisCross285,0x2E9Da6281c6F05Eb0cC2CD040BF70B3D6Ef8818a
𝙔𝘼𝙎𝙃,@PsychoYash_,0x04113C278Ee70ac6343bf21C8c4937de593b0B7e
cryptobll.icp,@bilcoin35,0xFCff923243b0691948E2aa8701e47ec60121aB22
MORARU PETRU,@MORARUPETRU3,0xe2abdc75565232afe95499715a3a40562f2ad837
Neo kithol,@NeoKithol,0x198BE515313aA5497BaDCC29271aeB6Cc8949fA4
Philip kosi,@Philipkosi2,0x06FF156178C898D195b46Ff111283cc95DBCaD56
Kusonika aima,@aima_kusonika,0x210154b0237d52224A977a637c2D8447Ca4a9035
Kzfry31,@Kzfry31,0xeAa619D908e7Fd5Fc8Ae2E05C309e6089d7ba5a0
running_turtle,@AliEgemenahin4,0x75b5970105f1cf4aa07967c50f9390c08f102e53
SHIBA a Gift From God,@mehdi97741624,0xce65B79463Fe5fE29B5A8e1c3c31cF8022dcAb58
Radpixelz,@Nelz_One,0x528a5c282c17f87ad5457d0e4616cfddafc57ab9
Efe‘ndi,@MemCologne,0x7f93f2385e128FA45B6C3799B957921e1D5b0756
INUYASHA,@kurt83565939,0xA10745b3CF0b39c928Ec3b6a2335A1aec5da9ff5
Simbiat,@Simbiatayo,0x9d7f3127eaf2265c16e0Fe6F684A86fF2093A990
ANIMESH SAHA,@ANIMESH80982730,0x976E489Ef29a3823db122f34c7239C76F9acA8DF
MUJIBURAHMAN,@Mujiburrah_man,0xA58201bEF958f986119560c736E652747D3B8F91
aydemjrr,@aydemjrr,0x34eB83DC0C544e86B60e6A39C81cEE284E16ce7d
Asad Khan,@kha06491728,0xd62f4E884627850F61bE4f311C8902C75F7E8F4a
Angelo Mah,@AngeloMah1,0x90c8dbC6bBE0f63d8a97e7Cc6F8C7298afF75a61
Obinna Ekeji,@ObinnaEkeji1,0x612164fa58b0b0e5b57efb75d6841351ad4b753e
vlskully,@vlskully,0xb8cb785f9ef217C683b8826be969303dEeBc733b
Morocco |Serenity—Shield,@houssamme1998,0x8eaaE1C11A400e92300123e897E41BF7d6d55ACe
Morocco |Serenity—Shield,@houssamme1998,0x4fc8efba7cd44521dc33364818c3a21de2277267
reluopc,@ReLuReLu4,0x3b41daa8E2e85B47aD5b9830Badaadc190b73Ef0
Bárbara Souza,@BrbaraS56300001,0x919956764eFae63E8E3E569d63874d0E2c326eFe
poonis-masta,@Akansampson,0x4e29C31Ec531d3B2f6d25A5dDD43C54729c53042
Whitelist Followup,@GgWhitelistF63,0x18a33f2C90c77f094F8A9D0d974093E034cACDbe
Deportivos & Latins,@DeportivosYLats,0xd94956899b614342D11FbB64249f451ab80cf1ef
MoneyHunterGG,@GolalGolGG,0x18a33f2C90c77f094F8A9D0d974093E034cACDbe
Stone,@Stone12913150,0x983477d91f364D23a2BF64c9E0dCfA2ADB4E0C51
kripto mehmet,@Mehmet11745468,0x569da25a138301e80240252e70c2673486589474
Tomi,@tomppaaa96,0x5a9681b30F543E29Dc363b9c6Dd4a72894512192 
Damien Vasquez,@DrPaynesTrain,0x597fb4ccC9BF34D6bae8B0885C874DAAf4F23E73
Less Talk More Arts,@RobotMakerTep,0xF630a95Ff204609639e6F2b17D6a8aAB8c84F0cD
MrChad,@MrChadNFT,0x69007bC675252770F62209Fd3fa2875a21A7129A
Eko,@zonixblue,0x1FF12d297dABb9e94a69581Ccd85A638b0f4C091
mar-mar,@marmarina4,0xb004232D1cF80CD3Eae5157F9E1298D1b7966F60
Anago Manassé Jonathan,@AnagoManasse,0x637F33506D1Ac9C585a00C2f2D400a0538eF90B5
KutuTempur,@KutuTempur_,0xdc2ae129f9cb0a45137fabe637018581f776e258
Fortis,@Fortis1335,0x6e7921f3ED0F9C663b783aa4D63fCA1491537A2f
IRFAN AHAMMED PA,@Irfanah62161049,0x54a5f6d34d488d52a972bfb020d73547c80b746b
Ely Amouzou,@CashGbangbanzan,0xb2ce257fed653c5a18b800f68b1124e2456c09d9 
kaarin,@4949kaarin,0x22fD788F9F150912f65a3082FF514d2F5dd83CB9
0xb2ce257fed653c5a18b800f68b1124e2456c09d9 ,1,0xb2ce257fed653c5a18b800f68b1124e2456c09d9 
Seka Ferdinand,@sekaisaac,0xbC56f1197578E2Ca54C760996d10e5B130a6a106
Salmeen ATIF,@Fahdail9000,0x81db30516d183dc11a5140d772335e449327675e
Jacob Meshark,@MeshackJacob8,0x29C8020152feDc6465189f6bC22f675212739616
khalil nabil,@khelo_N81,0x883e8Ce68e4bf7deb655052Bf06A645b1db1e87b
Imran,@Imran25138846,0x941703F1E4b8e96054f1FCc732b2D0A69Bb7F83f
Melisa,@Melisa75713032,0x77B2F9a5DF2efc260B6f1b57C636f64C3b3e926F
Samir Chowdhury,@Samir19190,0x6CCCCcA3eE5E60646b4401F90e304dbEcac56d3A
Ashogbon Kolawole,@Luvv_kollybanty,0xaa65b4D0e1D2984dC324518c1897f7f84b2E37cD
